MOD NAME,PAGE LINK,NEXUS DOWNLOAD LINK,VERSION,COMMENT
Complete and Revised Dreugh Armor,https://www.nexusmods.com/morrowind/mods/49092,https://www.nexusmods.com/morrowind/mods/49092?tab=files&file_id=1000023211,1.2,
CaR Imperial Studded Leather Armor,https://www.nexusmods.com/morrowind/mods/49301,https://www.nexusmods.com/morrowind/mods/49301?tab=files&file_id=1000027436,1.5,
Concept Art Daedric Helmets,https://www.nexusmods.com/morrowind/mods/49534,https://www.nexusmods.com/morrowind/mods/49534?tab=files&file_id=1000023836,1.0,
Complete Duke's Guard Silver,https://www.nexusmods.com/morrowind/mods/50481,https://www.nexusmods.com/morrowind/mods/50481?tab=files&file_id=1000028113,1.01,
CaR Nordic Iron Armor,https://www.nexusmods.com/morrowind/mods/50166,https://www.nexusmods.com/morrowind/mods/50166?tab=files&file_id=1000026489,1.0,
Necromancer Robes,https://www.nexusmods.com/morrowind/mods/51775,https://www.nexusmods.com/morrowind/mods/51775?tab=files&file_id=1000033730,1.21,
Gold Armor Reforged,https://www.nexusmods.com/morrowind/mods/46372,https://www.nexusmods.com/morrowind/mods/46372?tab=files&file_id=1000017842,1.02,
Better Robes,https://www.nexusmods.com/morrowind/mods/42773,https://www.nexusmods.com/morrowind/mods/42773?tab=files&file_id=1000001779,0.3.1,
Better Robes - Tamriel Rebuilt Patch,https://www.nexusmods.com/morrowind/mods/44875,https://www.nexusmods.com/morrowind/mods/44875?tab=files&file_id=1000015821,1.1,Solved the problem with pink robe texture by changing texture path (in Nifscope) in the file tr_pb_robe_com_01.nif from textures\tr\c\tr_c_robe_com_05ufh.dds to textures\tr\c\tr_c_robe_com_05_uf.dds. 
Wovenhand - Blue and Green Common Robe Replacer,,,,GVLT discord server: https://discord.gg/RuNwcFwQsG
Redoran Exquisite Rob,https://www.nexusmods.com/morrowind/mods/54613,,,
Ebony Mail (Replacer),https://www.nexusmods.com/morrowind/mods/49648,,,
Daedric Lord Armor,https://www.nexusmods.com/morrowind/mods/44081,https://www.nexusmods.com/morrowind/mods/44081?tab=files&file_id=1000012484,1.03,
Daedric Lord Armor OpenMW Patch,https://www.nexusmods.com/morrowind/mods/45405,https://www.nexusmods.com/morrowind/mods/45405?tab=files&file_id=1000009316,,Face of God OpenMW Pluginless Patch: https://www.nexusmods.com/morrowind/mods/45405?tab=files&file_id=1000009317
Better Clothes Complete,https://www.nexusmods.com/morrowind/mods/47549,https://www.nexusmods.com/morrowind/mods/47549?tab=files&file_id=1000029209,-,
Better Clothes Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Better Clothesd Retextured,https://www.nexusmods.com/morrowind/mods/47851,https://www.nexusmods.com/morrowind/mods/47851?tab=files&file_id=1000019992,0.97,
Common Shoe Pack,https://www.nexusmods.com/morrowind/mods/46815,https://www.nexusmods.com/morrowind/mods/46815?tab=files&file_id=1000014651,1.00,
New Bloodworm Helm,https://www.nexusmods.com/morrowind/mods/22161/,https://www.nexusmods.com/morrowind/mods/22161?tab=files&file_id=1000002219,4.1,
New Fists of Randagulf,https://www.nexusmods.com/morrowind/mods/41307,https://www.nexusmods.com/morrowind/mods/41307?tab=files&file_id=1000002223,1.1,
New Boots of Blinding Speed,https://www.nexusmods.com/morrowind/mods/42042,https://www.nexusmods.com/morrowind/mods/42042?tab=files&file_id=1000002221,1.1,
New Lords Mail,https://www.nexusmods.com/morrowind/mods/42172,https://www.nexusmods.com/morrowind/mods/42172?tab=files&file_id=1000002224,1.2,
Pirate Outfit,https://www.nexusmods.com/morrowind/mods/38626,https://www.nexusmods.com/morrowind/mods/38626?tab=files&file_id=79954,-,Caldera
Lich Robe,https://www.nexusmods.com/morrowind/mods/44680,,,
New Gondoiler Helm,https://www.nexusmods.com/morrowind/mods/49602,,,
SM Travellers Clothing,https://www.nexusmods.com/morrowind/mods/50728,,,
SM Ashkhan's Armour Set (BB_RB Bodies),https://www.nexusmods.com/morrowind/mods/53015,,,
SM Dagoth Mask,https://www.nexusmods.com/morrowind/mods/49976,,,
SM Morag Tong Armor,https://www.nexusmods.com/morrowind/mods/50953,,,
SM Telvanni Ceremonial Robe,https://www.nexusmods.com/morrowind/mods/55346,,,
SM Boiled Netch Leather Armor Set (Custom Style),https://www.nexusmods.com/morrowind/mods/53780,,,
Hammerfell Ansei Warrior Armour,https://www.nexusmods.com/morrowind/mods/53822,,,
Netch adamantium armour integrated,https://www.nexusmods.com/morrowind/mods/49641,,,https://www.nexusmods.com/morrowind/mods/56161
RedoranMasterArmor - Gloved bracers,https://www.nexusmods.com/morrowind/mods/52603,,,
RR - Better Telvanni Cephalopod Armor,https://www.nexusmods.com/morrowind/mods/44837,,,
WEAPONS / ARTIFACTS,,,,
Unique Snowy Crown,https://www.nexusmods.com/morrowind/mods/46782,https://www.nexusmods.com/morrowind/mods/46782?tab=files&file_id=1000019458,1.1,
The Ebony Blade,https://www.nexusmods.com/morrowind/mods/47645,https://www.nexusmods.com/morrowind/mods/47645?tab=files&file_id=1000022657,1.1,
Crossbows Enhanced,https://www.nexusmods.com/morrowind/mods/48586,https://www.nexusmods.com/morrowind/mods/44487?tab=files&file_id=1000006598,2.02,Glass Xbow Glow Fix: https://www.nexusmods.com/morrowind/mods/48586?tab=files&file_id=1000031682
New Black Hands Dagger,https://www.nexusmods.com/morrowind/mods/42782,https://www.nexusmods.com/morrowind/mods/42782?tab=files&file_id=1000003735,1.1,
New Umbra,https://www.nexusmods.com/morrowind/mods/27355,https://www.nexusmods.com/morrowind/mods/27355?tab=files&file_id=1000002225,2.2,
New Veloths Judgement,https://www.nexusmods.com/morrowind/mods/28063,https://www.nexusmods.com/morrowind/mods/28063?tab=files&file_id=1000002226,2.0,
New Bow of Shadows,https://www.nexusmods.com/morrowind/mods/34418,https://www.nexusmods.com/morrowind/mods/34418?tab=files&file_id=1000002222,1.6,
New Widowmaker,https://www.nexusmods.com/morrowind/mods/42493,https://www.nexusmods.com/morrowind/mods/42493?tab=files&file_id=1000002220,1.0,
Skullcrusher Redone,https://www.nexusmods.com/morrowind/mods/47114,https://www.nexusmods.com/morrowind/mods/47114?tab=files&file_id=1000015582,1,Modern Sized - Colour Mimic
The Madstone,https://www.nexusmods.com/morrowind/mods/47653,https://www.nexusmods.com/morrowind/mods/47653?tab=files&file_id=1000017381,1.0,
Animated Staff of Magnus,https://www.nexusmods.com/morrowind/mods/51402,https://www.nexusmods.com/morrowind/mods/51402?tab=files&file_id=1000031224,1.1,Staff of Magnus
Magebane,https://www.nexusmods.com/morrowind/mods/48748,,,
SM Mace of Aevar Stone-Singer Replacer (OpenMW),https://www.nexusmods.com/morrowind/mods/50054,,,
SM Tools of Kagrenak,https://www.nexusmods.com/morrowind/mods/50034,,,
SOUNDS,,,,
Better Sounds,https://www.nexusmods.com/morrowind/mods/9967,https://www.nexusmods.com/morrowind/mods/9967?tab=files&file_id=8352,1.1,1.1 Update: https://www.nexusmods.com/morrowind/mods/9967?tab=files&file_id=19883
Better Sounds - Yet Another Patch,https://www.nexusmods.com/morrowind/mods/48955,https://www.nexusmods.com/morrowind/mods/48955?tab=files&file_id=1000033961,1.3.0,
Better Sounds - Fixed and Cleaned,https://www.nexusmods.com/morrowind/mods/46516,https://www.nexusmods.com/morrowind/mods/46516?tab=files&file_id=1000032409,1.4.2,
Thieves Step (Better Sounds),https://www.nexusmods.com/morrowind/mods/15671/,,,
Spell Sounds Enhanced,https://www.nexusmods.com/morrowind/mods/46338,https://www.nexusmods.com/morrowind/mods/46338?tab=files&file_id=1000032074,1.2,
Store Entrance Chimes,https://www.nexusmods.com/morrowind/mods/44586,https://www.nexusmods.com/morrowind/mods/44586?tab=files&file_id=1000009232,1.0Alt,
Maxar's Dynamic Footsteps (OpenMW),https://www.nexusmods.com/morrowind/mods/55364,,,"Check OpenMW Discord server for the fix ""Maxar Footsteps Fixed"" Alternative: https://gitlab.com/fallchildren/openmw-footsteps"
PLAYER / NPC MODELS,,,,
Better Bodies (Manual),https://www.nexusmods.com/morrowind/mods/3880,https://www.nexusmods.com/morrowind/mods/3880?tab=files&file_id=1000002608,2.2,TR patch: https://www.dropbox.com/scl/fi/z75v7fyh4nj7ttii6xava/Better_Robes_-_Updated_Updated_Tamriel_Rebuilt_Patch.zip?rlkey=n0jhjk6p1nmfmtc9u40mnijjb&st=c40w5hx0&dl=0  BB color tweak: https://www.dropbox.com/scl/fi/9cscw90bkzvekcxipfvxr/Color_Tweaked_Westlys_BB_Textures.7z?rlkey=xq4zrvve7o5am4i6l3vi8lcwl&st=mevn2v7m&dl=0
Khajiit Head Replacer,https://mw.modhistory.com/download-42-15171,https://www.nexusmods.com/morrowind/mods/43110?tab=files&file_id=1000002546,-,"Go to textures/ash/khajiit replace/m, make copies of the files “khj_m_01_g.dds” and “khj_m_05_g.dds”. Rename the copies to “khj_m_01g.dds” and “khj_m_05g.dds” Whiskers version"
Improved Argonians,https://www.nexusmods.com/morrowind/mods/45918,https://www.nexusmods.com/morrowind/mods/45918?tab=files&file_id=1000023560,1.5,Incompatible with Better Heads
Westly's Pluginless Head Replacer,https://www.nexusmods.com/morrowind/mods/50152,https://www.nexusmods.com/morrowind/mods/50152?tab=files&file_id=1000026442,1.0,
WPHP - Fix,https://www.nexusmods.com/morrowind/mods/47547,https://www.nexusmods.com/morrowind/mods/47547?tab=files&file_id=1000017470,1.1.2,
Weapon Sheathing,https://www.nexusmods.com/morrowind/mods/46069,https://www.nexusmods.com/morrowind/mods/46069?tab=files&file_id=1000015383,1.6,"[Game] section in the settings.cfg file: shield sheathing = true, weapon sheathing = true, use additional anim sources = true"
Weapon Sheathing - Staff and Spear Flip,https://www.nexusmods.com/morrowind/mods/49043,https://www.nexusmods.com/morrowind/mods/49043?tab=files&file_id=1000021769,1.0,OpenMW only
Weapon Sheathing Additions,https://www.nexusmods.com/morrowind/mods/49616,,,
Simply Walking (Remastered),https://www.nexusmods.com/morrowind/mods/49785,,,Simply Walking Weapon Sheathing Edition
MCAR,https://www.nexusmods.com/morrowind/mods/48628,https://www.nexusmods.com/morrowind/mods/48628?tab=files&file_id=1000031091,2000.1,"New spell casting animations, swim animation version"
ReAnimation v2 - Rogue - first-person animation pack,https://www.nexusmods.com/morrowind/mods/52596,,,
Mudcrab Merchant,https://www.nexusmods.com/morrowind/mods/42685,https://www.nexusmods.com/morrowind/mods/42685?tab=files&file_id=1000001023,1.1,Download fix for Apel Asura Coast and Sheogorath Region Retexture mod if needed
Divine Dagoths,https://www.nexusmods.com/morrowind/mods/45536,https://www.nexusmods.com/morrowind/mods/45536?tab=files&file_id=1000027500,2.11,
By Azura,https://www.nexusmods.com/morrowind/mods/50567,https://www.nexusmods.com/morrowind/mods/50567?tab=files&file_id=1000028586,0.9,Alternate robe version
Magic VFX Retexture,https://www.nexusmods.com/morrowind/mods/47702,https://www.nexusmods.com/morrowind/mods/47702?tab=files&file_id=1000019226,1.0,
Spells Reforged,https://www.nexusmods.com/morrowind/mods/52263,,,
Spells Reforged - Shields,https://www.nexusmods.com/morrowind/mods/50905,https://www.nexusmods.com/morrowind/mods/50905?tab=files&file_id=1000030960,1.01,
Amazing Atronachs Replacer,https://www.nexusmods.com/morrowind/mods/51617,https://www.nexusmods.com/morrowind/mods/51617?tab=files&file_id=1000032216,1.0,
Fancy Barenziah,https://www.nexusmods.com/morrowind/mods/49009,https://www.nexusmods.com/morrowind/mods/49009?tab=files&file_id=1000032791,2.1,Download optional fix if collar is causing problems
Preserving Fargoth,https://www.nexusmods.com/morrowind/mods/47257,https://www.nexusmods.com/morrowind/mods/47257?tab=files&file_id=1000016065,1.0,
Better Dwarven Spectres Mer and Maidens,https://www.nexusmods.com/morrowind/mods/45617,https://www.nexusmods.com/morrowind/mods/45617?tab=files&file_id=1000029242,2.01,
Westly's Unique Winged Twilight,http://www.fliggerty.com/phpBB3/viewtopic.php?f=129&t=5456,,-,
Better Almalexia,https://www.nexusmods.com/morrowind/mods/23388,,,
Playable Almalexia Outfit,https://www.nexusmods.com/morrowind/mods/47764,,,
Saucy old Selvil,https://www.nexusmods.com/morrowind/mods/53390,,,
QUEST MODS,,,,
Tamriel Rebuilt,https://www.nexusmods.com/morrowind/mods/42145,https://www.nexusmods.com/morrowind/mods/42145?tab=files&file_id=1000033800,22.11,"Version ""23.10-hotfix""1. Newest version adds Fort Firemoth quest and changes the location of the island. If you want to play with the newest version of Tamriel Rebuilt there might be problems with other mods on this list"
Project Cyrodiil,https://www.nexusmods.com/morrowind/mods/44922,https://www.nexusmods.com/morrowind/mods/44922?tab=files&file_id=1000034117,22.12,
Project Cyrodiil FPS Improver,https://www.nexusmods.com/morrowind/mods/52058,https://www.nexusmods.com/morrowind/mods/52058?tab=files&file_id=1000034147,1.0,
Skyrim Home of The Nords,https://www.nexusmods.com/morrowind/mods/44921,https://www.nexusmods.com/morrowind/mods/44921?tab=files&file_id=1000035024,23.02,
Wyrmhaven,https://www.nexusmods.com/morrowind/mods/42933,https://www.nexusmods.com/morrowind/mods/42933?tab=files&file_id=1000027594,3.0,
Wyrmhaven Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Rise of House Telvanni,https://www.nexusmods.com/morrowind/mods/27545,https://www.nexusmods.com/morrowind/mods/27545?tab=files&file_id=76890,1.5.2,Flask Mesh Fix: https://www.nexusmods.com/morrowind/mods/27545?tab=files&file_id=1000004842  UL v2_0 RoHT v1_52 Compatibility: https://www.nexusmods.com/morrowind/mods/27545?tab=files&file_id=76892
Rise of House Telvanni 2.0,https://www.nexusmods.com/morrowind/mods/48225,https://www.nexusmods.com/morrowind/mods/48225?tab=files&file_id=1000019995,2.0.8,
Uvirith's Legacy,https://www.nexusmods.com/morrowind/mods/53858,,3.53,Patches: UL_3.5_RoHT_1.52_Add-on
Uviriths Legacy Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Building Up Uvirith's Legacy,https://www.nexusmods.com/morrowind/mods/53865,,,
The Archmagister's Abode,https://www.nexusmods.com/morrowind/mods/53376,,,
A Strange Plant,https://www.nexusmods.com/morrowind/mods/42009,https://www.nexusmods.com/morrowind/mods/42009?tab=files&file_id=1000001031,2.1,
A Strange Plant Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Magical Missions Recharged,https://www.nexusmods.com/morrowind/mods/53636,,,
MagicalMissions Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Balmora Underworld,https://www.nexusmods.com/morrowind/mods/42448,https://www.nexusmods.com/morrowind/mods/42448?tab=files&file_id=1000000213,1.1,Install BCOM version instead
Balmora Underworld BCOM esp,https://www.dropbox.com/scl/fi/y5kc4k0a0yjtendh4pv7b/FLG-Balmora-s-Underworld-V1.1-bcom-patched-and-relocated.esp?rlkey=mugnrwz7yj3n32jk7l470grmu&st=7gll73xq&dl=0,,,
Balmora Underworld Nav Point Fix,https://modding-openmw.com/mods/balmora-underworld-nav-point-fix/,,-,
Sotha Sil Expanded,https://www.nexusmods.com/morrowind/mods/42347,https://www.nexusmods.com/morrowind/mods/42347?tab=files&file_id=1000002354,2.2,2.2 Patch: https://www.nexusmods.com/morrowind/mods/42347?tab=files&file_id=1000002930
Sotha Sil Expanded Retracted,https://www.nexusmods.com/morrowind/mods/45756,,,
Sotha Sil Expanded Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Morag Tong Polished,https://www.nexusmods.com/morrowind/mods/47041,https://www.nexusmods.com/morrowind/mods/47041?tab=files&file_id=1000032213,1.59,"Decentralized writs, new armor, weapons, dialogue, quests and bug fixes"
Morag Tong Polished - BCoM Patch,https://www.nexusmods.com/morrowind/mods/51194,,,
Morag Tong Polished TR Factions Patch,https://www.nexusmods.com/morrowind/mods/48955,https://www.nexusmods.com/morrowind/mods/48955?tab=files&file_id=1000029411,1.1,
Secrets of the Crystal City,https://www.nexusmods.com/morrowind/mods/51932,,,
Secrets of the Crystal City Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Investigation at Tel Eurus,https://www.nexusmods.com/morrowind/mods/51938,,,
Tel Eurus Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Astrologian's Guild,https://www.nexusmods.com/morrowind/mods/51216,,,
Astrologians Guild Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Quests for Clans and Vampire Legends,https://www.nexusmods.com/morrowind/mods/49486,,,
Quests for Clans and Vampire Legends - Patches,https://www.nexusmods.com/morrowind/mods/48955,,,
Plunder the Dungeon,https://www.nexusmods.com/morrowind/mods/46977,https://www.nexusmods.com/morrowind/mods/46977?tab=files&file_id=1000027133,1.3,
The Corprusarium experience,https://www.nexusmods.com/morrowind/mods/49738,,,
The Corpse and the Skooma Pipe Overhaul,https://www.nexusmods.com/morrowind/mods/46696,https://www.nexusmods.com/morrowind/mods/46696?tab=files&file_id=1000027212,1.1,
Thieves' Guild in Gnaar Mok,https://www.nexusmods.com/morrowind/mods/46754,,,
Dawnbreaker - The Lady of Light,https://www.nexusmods.com/morrowind/mods/52162,,,
Roaring Arena,https://www.nexusmods.com/morrowind/mods/50954,,,
Imperial Legion Expansion,https://www.nexusmods.com/morrowind/mods/44469,,,
Ebonheart Underworks,https://www.nexusmods.com/morrowind/mods/47272,,,
Guild of Vampire Hunters,https://www.nexusmods.com/morrowind/mods/45832,,,
Guild of Vampire Hunters - The Weary Vampire Patch,https://www.nexusmods.com/morrowind/mods/52172,,,
Collecting The Thirty-Six Lessons of Vivec,https://www.nexusmods.com/morrowind/mods/54257,,,
Favors of Dagon,https://www.nexusmods.com/morrowind/mods/54451,,,
The Abidi Pipe Emporium,https://www.nexusmods.com/morrowind/mods/54237,,,
Oh No Stolen Reports,https://www.nexusmods.com/morrowind/mods/53046,,,
Death of a Taxman Expanded,https://www.nexusmods.com/morrowind/mods/53303,,,
Quests In Balmora Waterworks,https://www.nexusmods.com/morrowind/mods/52758,,,
Master Index Redux,https://www.nexusmods.com/morrowind/mods/48977,,,
MESHES & TEXTURES,,,,
Mesh Fix,https://mw.modhistory.com/download-15-6088,https://www.nexusmods.com/morrowind/mods/42134?tab=files&file_id=90362,1.2,
Correct Meshes,https://www.nexusmods.com/morrowind/mods/39348,https://www.nexusmods.com/morrowind/mods/39348?tab=files&file_id=1000029129,4.5,
Dirnaes Beast Animations,https://www.nexusmods.com/morrowind/mods/42080,https://www.nexusmods.com/morrowind/mods/42080?tab=files&file_id=90270,1.0,
Correct UV Mudcrabs,https://www.nexusmods.com/morrowind/mods/42130,https://www.nexusmods.com/morrowind/mods/42130?tab=files&file_id=90353,1.0,
Correct UV Rocks,https://www.nexusmods.com/morrowind/mods/46104,https://www.nexusmods.com/morrowind/mods/46104?tab=files&file_id=1000017009,1.5,
Morrowind Optimization Patch,https://www.nexusmods.com/morrowind/mods/45384,https://www.nexusmods.com/morrowind/mods/45384?tab=files&file_id=1000033256,1.16.0b,MOP > GH > MOP GH Patch
Animated Spriggan's Heartwood,https://www.nexusmods.com/morrowind/mods/55386,,,
Animated Heart and Ectoplasm,https://www.nexusmods.com/morrowind/mods/55386,,,
Properly Smoothed Meshes,https://www.nexusmods.com/morrowind/mods/46747,,,
Project Atlas,https://www.nexusmods.com/morrowind/mods/45399,https://www.nexusmods.com/morrowind/mods/45399?tab=files&file_id=1000029284,0.7.1,
Atlas Textures AIO Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Graphical Herbalism OpenMW,https://www.nexusmods.com/morrowind/mods/46599,https://www.nexusmods.com/morrowind/mods/46599?tab=files&file_id=1000014601,1.04,"Atlas Smoothed BC Mushrooms patch https://www.nexusmods.com/morrowind/mods/46599?tab=files&file_id=1000014602 , Correct UV Diverse Ore Replacer patch in optional files"
Graphic Herbalism Patches and Replacers,https://www.nexusmods.com/morrowind/mods/46599?tab=files,,,
Dwemer Mesh Improvement,https://www.nexusmods.com/morrowind/mods/43101,https://www.nexusmods.com/morrowind/mods/43101?tab=files&file_id=1000008163,2017.07.15,
Dunmer Lanterns Replacer,https://www.nexusmods.com/morrowind/mods/43219,,,
Dunmer Lanterns Replacer Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
RR Better Meshes,https://www.nexusmods.com/morrowind/mods/43266,https://www.nexusmods.com/morrowind/mods/43266?tab=files&file_id=1000017015,1.4,Dwemer meshes improvement & Optimised dunmer lanterns
Dwemer Mesh Improvemen - Revamped,https://www.nexusmods.com/morrowind/mods/51525,https://www.nexusmods.com/morrowind/mods/51525?tab=files&file_id=1000031954,1.1,
Rope Fence Fix,https://www.nexusmods.com/morrowind/mods/45741,,,
Subtle Smoke,https://www.nexusmods.com/morrowind/mods/47341,https://www.nexusmods.com/morrowind/mods/47341?tab=files&file_id=1000016396,0.1,
Dunmer Ashpits,https://www.nexusmods.com/morrowind/mods/47777,https://www.nexusmods.com/morrowind/mods/47777?tab=files&file_id=1000017845,1.1,
Transparent Shiny Bottles,https://www.nexusmods.com/morrowind/mods/47992,https://www.nexusmods.com/morrowind/mods/47992?tab=files&file_id=1000022711,3.71,
Better Waterfalls,https://www.nexusmods.com/morrowind/mods/45424,https://www.nexusmods.com/morrowind/mods/45424?tab=files&file_id=1000023318,2.0.1,
Watterfalls Tweaks,https://www.nexusmods.com/morrowind/mods/46271,https://www.nexusmods.com/morrowind/mods/46271?tab=files&file_id=1000013228,-,
Mistify,https://www.nexusmods.com/morrowind/mods/48112,https://www.nexusmods.com/morrowind/mods/48112?tab=files&file_id=1000023319,1.5,
Scum Retexture,https://www.nexusmods.com/morrowind/mods/42582,,,
Scummy Scum,https://www.nexusmods.com/morrowind/mods/45802,,,
PR Perfect Scum,https://www.nexusmods.com/morrowind/mods/51355,,,
Lava - Mold - Mud Caverns,https://www.nexusmods.com/morrowind/mods/50191,https://www.nexusmods.com/morrowind/mods/50191?tab=files&file_id=1000030920,2.6,
Lava-Mold-Mud Caverns Revamp PBR for OpenMW,https://www.nexusmods.com/morrowind/mods/52305,,,
Correct Iron Warhammer,https://www.nexusmods.com/morrowind/mods/43576,https://www.nexusmods.com/morrowind/mods/43576?tab=files&file_id=1000003655,1.0,
Swayland,https://www.nexusmods.com/morrowind/mods/48854,https://www.nexusmods.com/morrowind/mods/48854?tab=files&file_id=10000209266,0.1,
The Key Mod,https://www.nexusmods.com/morrowind/mods/45489,,,Names esp
OpenMW Dynamic Water Meshes,https://www.nexusmods.com/morrowind/mods/55392,,,
trav's OpenMW Books Enhanced,https://modding-openmw.gitlab.io/openmw-books-enhanced/,,,
HiRez Armors Native Styles V2 OpenMW,https://www.nexusmods.com/morrowind/mods/49595,https://www.nexusmods.com/morrowind/mods/49595?tab=files&file_id=1000026713,1.1,Set apply lighting to environment maps = true in the [Shaders] section of your settings.cfg file to fix shiny meshes
Enhanced Textures,https://www.nexusmods.com/morrowind/mods/46221,https://www.nexusmods.com/morrowind/mods/46221?tab=files&file_id=1000031079,5.2,Interface and main menu (OpenMW only) + Morrowind Enhanced Textures - Project Atlas
Morrowind Enhanced Textures Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Sotha Sil is a Dunmer,https://www.nexusmods.com/morrowind/mods/47839,,,
Chaos Heart - Main Menu Replacer,https://www.nexusmods.com/morrowind/mods/49329,,,
Vurt's Armors and Weapons Retexture,https://www.nexusmods.com/morrowind/mods/54153,,,
Vurt's Armors and Weapons Retexture - Normal Maps,https://www.nexusmods.com/morrowind/mods/54153,,,
Vurt's Armors and Weapons Retexture - Specular Maps for OpenMW,https://www.nexusmods.com/morrowind/mods/54153,,,
Skies .IV,https://www.nexusmods.com/morrowind/mods/43311,,,Read carefully: https://modding-openmw.com/mods/skies-iv/
New Starfields,https://www.nexusmods.com/morrowind/mods/43246,,,
AOF Potions,https://www.nexusmods.com/morrowind/mods/28916/,,,Fix folder structure Data Files/Textures
Dim Glass - less irritating glass armor and weapon,https://www.nexusmods.com/morrowind/mods/51544,,,
Mushroom Tree Replacer,https://www.nexusmods.com/morrowind/mods/45350,,,
Parasol Particles,https://www.nexusmods.com/morrowind/mods/47755,,,
Diverse Blood,https://www.nexusmods.com/morrowind/mods/45368,,,
Long Live The Limeware - Retexture,https://www.nexusmods.com/morrowind/mods/44045,,,
Long Live The Glassware - Retexture,https://www.nexusmods.com/morrowind/mods/44016,,,
Long Live The Plates - Retexture,https://www.nexusmods.com/morrowind/mods/43935,,,
Morrowind Swamp Trees,https://www.nexusmods.com/morrowind/mods/50151,,,
Graht Morrowind Swamp Trees Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Ket's Swirlwood Furniture Retextrue,https://www.nexusmods.com/morrowind/mods/45127,,,
Aesthesia Strongholds 2k,https://www.nexusmods.com/morrowind/mods/46445,,,
Bowled Ingredients,https://www.nexusmods.com/morrowind/mods/48291,,,
Ashmire Replacer,https://www.nexusmods.com/morrowind/mods/48291,,,
Silt Strider,https://www.nexusmods.com/morrowind/mods/48664,,,
SM BoneLord Replacer Overhaul,https://www.nexusmods.com/morrowind/mods/53841,,,
SM Bonewalker Replacer (Open MW),https://www.nexusmods.com/morrowind/mods/51030,,,
Daedric Ruins (Half-Revamped),https://www.nexusmods.com/morrowind/mods/51674,,,
Logs on Fire,https://www.nexusmods.com/morrowind/mods/51752,,,
LANDSCAPES,,,,
Tyddy's Landscape Retexture,https://www.fullrest.ru/files/tyd_landscape-texture_compilation_1/files,,-,
Landscape Retexture,https://www.nexusmods.com/morrowind/mods/42575,https://www.nexusmods.com/morrowind/mods/42575?tab=files&file_id=1000009041,2.5,"2K, OpenMW normalmap: https://www.nexusmods.com/morrowind/mods/42575?tab=files&file_id=1000015021"
LIGHTING,,,,
Glow in the Dahrk,https://www.nexusmods.com/morrowind/mods/45886,,,
Crystal Soul Gems,https://www.nexusmods.com/morrowind/mods/48300,,,
Visually Filled Soul Gems for OpenMW (Lua scripting) ENG and RU versions,https://www.nexusmods.com/morrowind/mods/54100,,,
Salts - High-res Glowmaps,https://www.nexusmods.com/morrowind/mods/47784,,,
Fireflies,https://www.nexusmods.com/morrowind/mods/51443,,,
6th house - Glowing Things,https://www.nexusmods.com/morrowind/mods/48764,,,
Lighted Dwemer Towers,https://www.nexusmods.com/morrowind/mods/51358,,,
Improved Lights for All Shaders,https://www.nexusmods.com/morrowind/mods/51463,,,Core only
ILFAS - Project Atlas Patch,https://www.nexusmods.com/morrowind/mods/55032,,,
OpenMW vanilla candles ILFAS && Enlightened Flames,https://www.nexusmods.com/morrowind/mods/54155,,,
INTERIOR OVERHAULS,,,,
Cavern of the Incarnate,https://www.nexusmods.com/morrowind/mods/42860,,,
High Art,https://www.nexusmods.com/morrowind/mods/47040,,,
High Art Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Vampire Clans - Clutter Overhaul,https://www.nexusmods.com/morrowind/mods/47259,,,
Atmospheric South Wall Cornerclub,https://www.nexusmods.com/morrowind/mods/49229,,,
Interiors of Solstheim,https://www.nexusmods.com/morrowind/mods/44451,,,
Interiors of Mournhold,https://www.nexusmods.com/morrowind/mods/44447,,,
The Magic Rock of Maar Gan,https://www.nexusmods.com/morrowind/mods/50763,,,
Uncharted Artifacts,https://www.nexusmods.com/morrowind/mods/49281,,,
OAAB Shipwrecks + Uncharted Artifacts & TR Patch,https://www.nexusmods.com/morrowind/mods/51364,,,
OAAB Vertical Shipwreck,https://www.nexusmods.com/morrowind/mods/52268,,,
OAAB Vertical Shipwreck Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Library of Vivec Enhanced,https://www.nexusmods.com/morrowind/mods/50181,,,
DUNGEON OVERHAULS,,,,
Andasreth Overhaulu,https://www.nexusmods.com/morrowind/mods/46604,,,
